PKI	PK	PMID	ACT_VALUE (uM)	ACT_TYPE	MoA
gefitinib	IRAK3	n/a	1.51356124843621	Kd	
gefitinib	IRAK4	n/a	0.537031796370253	Kd	
gefitinib	KC1D	n/a	3.23593656929628	Kd	
gefitinib	KC1E	n/a	0.426579518801593	Kd	
gefitinib	KIT	n/a	1.81970085860998	Kd	
gefitinib	KPCD1	n/a	3.46736850452532	Kd	
gefitinib	KS6A4	n/a	1.20226443461741	Kd	
gefitinib	LCK	n/a	0.630957344480193	Kd	
gefitinib	LTK	n/a	5.49540873857625	Kd	
gefitinib	LYN	n/a	1	Kd	
gefitinib	M3K19	n/a	0.239883291901949	Kd	
gefitinib	M3K2	n/a	3.31131121482591	Kd	
gefitinib	M3K3	n/a	2.08929613085404	Kd	
gefitinib	MET	n/a	3.46736850452532	Kd	
gefitinib	MINK1	n/a	1.81970085860998	Kd	
gefitinib	MK04	n/a	3.09029543251359	Kd	
gefitinib	MK06	n/a	1.58489319246111	Kd	
gefitinib	MK09	n/a	1.41253754462276	Kd	
gefitinib	MK10	n/a	2.29086765276777	Kd	
gefitinib	MKNK1	n/a	0.288403150312661	Kd	
gefitinib	MKNK2	n/a	0.363078054770101	Kd	
gefitinib	MP2K5	n/a	0.602559586074358	Kd	
gefitinib	MYLK2	n/a	1.90546071796325	Kd	
gefitinib	NLK	n/a	4.16869383470335	Kd	
gefitinib	NUAK2	n/a	4.57088189614875	Kd	
gefitinib	PHKG1	n/a	3.71535229097173	Kd	
gefitinib	PHKG2	n/a	2.69153480392691	Kd	
gefitinib	PI42C	n/a	7.58577575029184	Kd	
gefitinib	PIM3	n/a	5.75439937337157	Kd	
gefitinib	RET	n/a	1.69824365246175	IC50	
gefitinib	RIPK2	n/a	0.524807460249772	Kd	
gefitinib	SBK1	n/a	0.562341325190349	Kd	
gefitinib	SIK2	n/a	2.08929613085404	Kd	
gefitinib	SLK	n/a	0.91201083935591	Kd	
gefitinib	SRC	n/a	3.80000000335284	Kd	
gefitinib	ST17A	n/a	1.99526231496888	Kd	
gefitinib	ST17B	n/a	3.80189396320561	Kd	
gefitinib	STK10	n/a	0.467735141287198	Kd	
gefitinib	STK36	n/a	5.75439937337157	Kd	
gefitinib	TNIK	n/a	6.91830970918936	Kd	
gefitinib	TXK	n/a	6.02559586074358	Kd	
gefitinib	UFO	n/a	1.81970085860998	Kd	
gefitinib	VGFR2	n/a	1.90546071796325	IC50	
ibrutinib	BLK	n/a	0.0001	IC50	
ibrutinib	BMX	n/a	0.000794328234724	IC50	
ibrutinib	EGFR	n/a	0.005623413251903	IC50	
ibrutinib	ERBB2	n/a	0.006400000383388	IC50	
ibrutinib	ERBB4	n/a	0.003400000649459	IC50	
ibrutinib	FGFR2	n/a	0.281838293126445	IC50	
ibrutinib	FGR	n/a	0.00330000045684	IC50	
ibrutinib	FYN	n/a	0.029000000140297	IC50	
ibrutinib	HCK	n/a	0.029000000140297	IC50	
ibrutinib	ITK	n/a	0.004899999097065	IC50	
ibrutinib	JAK3	n/a	0.032000001597448	IC50	
ibrutinib	LCK	n/a	0.006300006535759	IC50	
ibrutinib	LYN	n/a	0.014000004576398	Ki	
ibrutinib	RET	n/a	0.037153522909717	IC50	
ibrutinib	SRC	n/a	0.019000017457969	IC50	
ibrutinib	TEC	n/a	0.006999999355046	IC50	
ibrutinib	TXK	n/a	0.002000000019968	IC50	
ibrutinib	YES	n/a	0.004100001352652	IC50	
imatinib	ABL2	n/a	0.006025595860744	Kd	
imatinib	BLK	n/a	0.524807460249772	Kd	
imatinib	BMX	n/a	10	Ki	
imatinib	BRAF	n/a	3.31131121482591	Kd	
imatinib	CDK19	n/a	5.49540873857625	Kd	
imatinib	CLK1	n/a	4.46683592150963	Kd	
imatinib	CLK4	n/a	2.08929613085404	Kd	
imatinib	CSF1R	n/a	0.010964781961432	Kd	
imatinib	DDR1	n/a	0.000707945784384	Kd	
imatinib	DDR2	n/a	0.015135612484362	Kd	
imatinib	EGFR	n/a	7.58577575029184	Kd	
imatinib	EPHA8	n/a	1.41253754462276	Kd	
imatinib	EPHB1	n/a	10	Ki	
imatinib	EPHB4	n/a	10	Ki	
imatinib	FGFR1	n/a	10	Ki	
imatinib	FGFR2	n/a	10	Ki	
imatinib	FGR	n/a	2.39883291901949	Kd	
imatinib	FLT3	n/a	6.30957344480193	Kd	
imatinib	FRK	n/a	1.51356124843621	Kd	
imatinib	FYN	n/a	3.09029543251359	Kd	
imatinib	GAK	n/a	1	Kd	
imatinib	HIPK4	n/a	0.954992586021437	Kd	
imatinib	INSR	n/a	10	Ki	
imatinib	IRAK1	n/a	1.20226443461741	Kd	
imatinib	JAK2	n/a	10	Ki	
imatinib	KSYK	n/a	5.01187233627272	IC50	
imatinib	LCK	n/a	0.03981071705535	Kd	
imatinib	LYN	n/a	0.891250938133746	Kd	
imatinib	MELK	n/a	1.90546071796325	Kd	
imatinib	MK08	n/a	3.23593656929628	Kd	
imatinib	MK09	n/a	5.24807460249772	Kd	
imatinib	MK10	n/a	3.09029543251359	Kd	
imatinib	MK14	n/a	13.8038426460288	IC50	
imatinib	MLTK	n/a	2.57039578276887	Kd	
imatinib	PGFRA	n/a	0.030902954325136	Kd	
imatinib	PGFRB	n/a	0.014125375446228	Kd	
imatinib	PI42C	n/a	0.380189396320561	Kd	
imatinib	PLK4	n/a	7.76247116628691	Kd	
imatinib	RAF1	n/a	1.69824365246175	Kd	
imatinib	SRC	n/a	30.9029543251359	Ki	
imatinib	ST17A	n/a	2.81838293126445	Kd	
imatinib	TNI3K	n/a	4.26579518801593	Kd	
imatinib	TYK2	n/a	8.70963589956081	Kd	
imatinib	VGFR2	n/a	25.7039578276886	IC50	
lapatinib	ABL1	n/a	22.9086765276777	IC50	
lapatinib	CDK2	n/a	10.9647819614319	IC50	
lapatinib	ERBB3	n/a	5.49540873857625	Kd	
lapatinib	ERBB4	n/a	0.053703179637025	Kd	
lapatinib	INSR	n/a	16.9824365246175	IC50	
lapatinib	MP2K5	n/a	1.09647819614319	Kd	
lapatinib	MP2K7	n/a	4.36515832240166	Kd	
lapatinib	P3C2B	n/a	0.676082975391982	Kd	
lapatinib	P3C2G	n/a	7.58577575029184	Kd	
lapatinib	PGFRB	n/a	8.51138038202376	IC50	
lapatinib	PI4KB	n/a	0.93325430079699	Kd	
lapatinib	RIPK2	n/a	3.63078054770101	Kd	
lapatinib	SLK	n/a	3.31131121482591	Kd	
lapatinib	STK10	n/a	2.57039578276887	Kd	
lenvatinib	EGFR	n/a	6.5000009155689	IC50	
lenvatinib	PGFRA	n/a	0.050999988243998	IC50	
lenvatinib	PGFRB	n/a	0.038999986179522	IC50	
lenvatinib	VGFR1	n/a	0.021999990098071	IC50	
lenvatinib	VGFR2	n/a	0.004000003008699	IC50	
lenvatinib	VGFR3	n/a	0.005200000890033	IC50	
lorlatinib	ACK1	n/a	0.016999999985193	IC50	
lorlatinib	FAK1	n/a	0.016999999985193	IC50	
lorlatinib	FAK2	n/a	0.014000000010372	IC50	
lorlatinib	FER	n/a	0.003300000000928	IC50	
lorlatinib	FES	n/a	0.006000000000226	IC50	
lorlatinib	LTK	n/a	0.002699999999012	IC50	
lorlatinib	NTRK1	n/a	0.024000000015937	IC50	
lorlatinib	NTRK2	n/a	0.022999999999068	IC50	
lorlatinib	NTRK3	n/a	0.046000000033727	IC50	
midostaurin	AAK1	n/a	0.047863009232264	Kd	
midostaurin	AAPK1	n/a	0.177827941003892	Kd	
midostaurin	AAPK2	n/a	0.457088189614875	Kd	
midostaurin	ABL1	n/a	0.794328234724282	Kd	
midostaurin	ACK1	n/a	0.120226443461741	Kd	
midostaurin	AKT1	n/a	0.954992586021437	Kd	
midostaurin	AKT2	n/a	0.776247116628691	Kd	
midostaurin	AKT3	n/a	4.36515832240166	Kd	
midostaurin	ALK	n/a	0.269153480392691	Kd	
midostaurin	AURKA	n/a	0.079432823472428	IC50	
midostaurin	AURKB	n/a	0.061659500186148	Kd	
midostaurin	AURKC	n/a	0.169824365246175	Kd	
midostaurin	BLK	n/a	0.501187233627272	Kd	
midostaurin	BMP2K	n/a	0.218776162394955	Kd	
midostaurin	BRSK1	n/a	1.20226443461741	Kd	
midostaurin	BRSK2	n/a	0.645654229034655	Kd	
midostaurin	CDK19	n/a	7.24435960074991	Kd	
midostaurin	CHK1	n/a	1.28824955169314	Kd	
midostaurin	CLK1	n/a	0.346736850452532	Kd	
midostaurin	CLK2	n/a	0.851138038202376	Kd	
midostaurin	CLK3	n/a	3.63078054770101	Kd	
midostaurin	CLK4	n/a	0.407380277804113	Kd	
midostaurin	CSF1R	n/a	0.141253754462276	IC50	
midostaurin	CSK	n/a	8.70963589956081	Kd	
midostaurin	CSK21	n/a	0.251188643150958	Kd	
midostaurin	DAPK1	n/a	4.67735141287198	Kd	
midostaurin	DAPK2	n/a	0.891250938133746	Kd	
midostaurin	DAPK3	n/a	1.77827941003892	Kd	
midostaurin	DDR1	n/a	7.24435960074991	Kd	
midostaurin	DMPK	n/a	3.80189396320561	Kd	
midostaurin	DUSTY	n/a	4.67735141287198	Kd	
midostaurin	DYR1A	n/a	0.1	Kd	
midostaurin	DYR1B	n/a	0.331131121482591	Kd	
midostaurin	E2AK2	n/a	6.91830970918936	Kd	
midostaurin	E2AK4	n/a	0.038904514499428	Kd	
midostaurin	EGFR	n/a	0.008709635899561	Kd	
midostaurin	EPHB6	n/a	3.09029543251359	Kd	
midostaurin	ERBB4	n/a	3.09029543251359	Kd	
midostaurin	ERN1	n/a	2.29086765276777	Kd	
midostaurin	FAK2	n/a	0.660693448007596	Kd	
midostaurin	FER	n/a	1.20226443461741	Kd	
midostaurin	FGFR1	n/a	1.58489319246111	Kd	
midostaurin	FGFR2	n/a	2.39883291901949	Kd	
midostaurin	FGFR3	n/a	1.69824365246175	Kd	
midostaurin	FGR	n/a	0.724435960074991	Kd	
midostaurin	FRK	n/a	2.39883291901949	Kd	
midostaurin	FYN	n/a	2.08929613085404	Kd	
midostaurin	GAK	n/a	0.380189396320561	Kd	
midostaurin	GRK4	n/a	0.109647819614318	Kd	
midostaurin	GRK7	n/a	0.047863009232264	Kd	
midostaurin	GSK3A	n/a	2.51188643150958	Kd	
midostaurin	GSK3B	n/a	1.77827941003892	Kd	
midostaurin	HCK	n/a	0.724435960074991	Kd	
midostaurin	HIPK2	n/a	3.09029543251359	Kd	
midostaurin	HIPK3	n/a	2.29086765276777	Kd	
midostaurin	HIPK4	n/a	0.954992586021437	Kd	
midostaurin	HUNK	n/a	0.239883291901949	Kd	
midostaurin	ICK	n/a	5.88843655355588	Kd	
midostaurin	IKKA	n/a	3.80189396320561	Kd	
midostaurin	IKKB	n/a	6.30957344480193	Kd	
midostaurin	IKKE	n/a	0.158489319246111	Kd	
midostaurin	IRAK3	n/a	0.177827941003892	Kd	
midostaurin	JAK1	n/a	0.676082975391982	Kd	
midostaurin	JAK2	n/a	0.093325430079699	Kd	
midostaurin	JAK3	n/a	0.012022644346174	Kd	
midostaurin	KAPCA	n/a	0.724435960074991	Kd	
midostaurin	KAPCB	n/a	0.239883291901949	Kd	
midostaurin	KCC1A	n/a	1.99526231496888	Kd	
midostaurin	KCC1D	n/a	0.676082975391982	Kd	
midostaurin	KCC1G	n/a	1.77827941003892	Kd	
midostaurin	KCC2A	n/a	0.019952623149689	Kd	
midostaurin	KCC2B	n/a	0.208929613085404	Kd	
midostaurin	KCC2D	n/a	0.03630780547701	Kd	
midostaurin	KCC2G	n/a	0.141253754462276	Kd	
midostaurin	KGP1	n/a	0.251188643150958	Kd	
midostaurin	KGP2	n/a	0.074131024130092	Kd	
midostaurin	KKCC1	n/a	0.128824955169314	Kd	
midostaurin	KKCC2	n/a	0.072443596007499	Kd	
midostaurin	KPCA	n/a	0.724435960074991	Kd	
midostaurin	KPCD	n/a	0.316227766016838	Kd	
midostaurin	KPCD2	n/a	6.30957344480193	Kd	
midostaurin	KPCD3	n/a	3.16227766016838	Kd	
midostaurin	KPCE	n/a	0.537031796370253	Kd	
midostaurin	KPCL	n/a	0.288403150312661	Kd	
midostaurin	KPCT	n/a	0.91201083935591	Kd	
midostaurin	KS6A1	n/a	0.257039578276886	Kd	
midostaurin	KS6A2	n/a	0.239883291901949	Kd	
midostaurin	KS6A3	n/a	0.741310241300918	Kd	
midostaurin	KS6A4	n/a	0.257039578276886	Kd	
midostaurin	KS6A5	n/a	0.239883291901949	Kd	
midostaurin	KS6A6	n/a	1.51356124843621	Kd	
midostaurin	KS6B1	n/a	1.28824955169314	Kd	
midostaurin	KSYK	n/a	0.087096358995608	Kd	
midostaurin	LATS1	n/a	1.09647819614319	Kd	
midostaurin	LATS2	n/a	2.18776162394955	Kd	
midostaurin	LCK	n/a	0.281838293126445	Kd	
midostaurin	LRRK2	n/a	0.177827941003892	Kd	
midostaurin	LTK	n/a	3.01995172040202	Kd	
midostaurin	LYN	n/a	4.16869383470335	Kd	
midostaurin	M3K10	n/a	0.794328234724282	Kd	
midostaurin	M3K11	n/a	0.016982436524618	Kd	
midostaurin	M3K13	n/a	2.81838293126445	Kd	
midostaurin	M3K19	n/a	0.015135612484362	Kd	
midostaurin	M3K2	n/a	0.141253754462276	Kd	
midostaurin	M3K3	n/a	0.208929613085404	Kd	
midostaurin	M3K7	n/a	0.128824955169314	Kd	
midostaurin	M3K9	n/a	0.015135612484362	Kd	
midostaurin	M4K1	n/a	2.08929613085404	Kd	
midostaurin	M4K2	n/a	2.51188643150958	Kd	
midostaurin	M4K3	n/a	0.120226443461741	Kd	
midostaurin	M4K4	n/a	0.645654229034655	Kd	
midostaurin	M4K5	n/a	1.09647819614319	Kd	
midostaurin	MARK1	n/a	0.169824365246175	Kd	
midostaurin	MARK2	n/a	0.1	Kd	
midostaurin	MARK3	n/a	0.02089296130854	Kd	
midostaurin	MARK4	n/a	0.371535229097173	Kd	
midostaurin	MAST1	n/a	0.190546071796325	Kd	
midostaurin	MELK	n/a	0.281838293126445	Kd	
midostaurin	MERTK	n/a	2.88403150312661	Kd	
midostaurin	MET	n/a	0.562341325190349	Kd	
midostaurin	MINK1	n/a	0.169824365246175	Kd	
midostaurin	MK08	n/a	4.36515832240166	Kd	
midostaurin	MK09	n/a	5.01187233627272	Kd	
midostaurin	MK10	n/a	3.63078054770101	Kd	
midostaurin	MKNK2	n/a	0.954992586021437	Kd	
midostaurin	MP2K3	n/a	5.24807460249772	Kd	
midostaurin	MP2K4	n/a	4.78630092322638	Kd	
midostaurin	MP2K6	n/a	6.45654229034655	Kd	
midostaurin	MYLK	n/a	0.218776162394955	Kd	
midostaurin	MYLK3	n/a	2.29086765276777	Kd	
midostaurin	MYLK4	n/a	0.645654229034655	Kd	
midostaurin	NTRK1	n/a	0.380189396320561	Kd	
midostaurin	NTRK2	n/a	0.309029543251359	Kd	
midostaurin	NTRK3	n/a	1.69824365246175	Kd	
midostaurin	NUAK1	n/a	0.040738027780411	Kd	
midostaurin	NUAK2	n/a	0.063095734448019	Kd	
midostaurin	P3C2B	n/a	1.41253754462276	Kd	
midostaurin	P3C2G	n/a	0.575439937337157	Kd	
midostaurin	PAK1	n/a	1.99526231496888	Kd	
midostaurin	PAK2	n/a	2.08929613085404	Kd	
midostaurin	PAK3	n/a	0.177827941003892	Kd	
midostaurin	PDPK1	n/a	0.109647819614318	Kd	
midostaurin	PGFRA	n/a	0.177827941003892	Kd	
midostaurin	PGFRB	n/a	0.109647819614318	Kd	
midostaurin	PHKG1	n/a	0.190546071796325	Kd	
midostaurin	PHKG2	n/a	0.891250938133746	Kd	
midostaurin	PI42B	n/a	0.269153480392691	Kd	
midostaurin	PI51A	n/a	0.309029543251359	Kd	
midostaurin	PIM1	n/a	0.562341325190349	Kd	
midostaurin	PIM2	n/a	3.09029543251359	Kd	
midostaurin	PIM3	n/a	0.562341325190349	Kd	
midostaurin	PK3CA	n/a	1.09647819614319	Kd	
midostaurin	PKN1	n/a	0.00933254300797	Kd	
midostaurin	PKN2	n/a	0.015135612484362	Kd	
midostaurin	PLK4	n/a	0.06606934480076	Kd	
midostaurin	PRP4B	n/a	0.054954087385763	Kd	
midostaurin	RET	n/a	0.019952623149689	Kd	
midostaurin	RIOK1	n/a	1.20226443461741	Kd	
midostaurin	RIOK2	n/a	0.097723722095581	Kd	
midostaurin	RIOK3	n/a	0.416869383470335	Kd	
midostaurin	RK	n/a	0.085113803820238	Kd	
midostaurin	ROCK1	n/a	7.76247116628691	Kd	
midostaurin	ROCK2	n/a	2.29086765276777	Kd	
midostaurin	ROS1	n/a	0.426579518801593	Kd	
midostaurin	SGK3	n/a	1.41253754462276	Kd	
midostaurin	SIK1	n/a	0.158489319246111	Kd	
midostaurin	SIK2	n/a	0.562341325190349	Kd	
midostaurin	SIK3	n/a	0.097723722095581	Kd	
midostaurin	SLK	n/a	0.218776162394955	Kd	
midostaurin	SRC	n/a	1.20226443461741	Kd	
midostaurin	SRPK1	n/a	0.041686938347034	Kd	
midostaurin	SRPK2	n/a	0.331131121482591	Kd	
midostaurin	SRPK3	n/a	0.079432823472428	Kd	
midostaurin	ST17A	n/a	1.90546071796325	Kd	
midostaurin	ST17B	n/a	4.67735141287198	Kd	
midostaurin	ST32A	n/a	2.39883291901949	Kd	
midostaurin	STK10	n/a	0.588843655355588	Kd	
midostaurin	STK11	n/a	0.346736850452532	Kd	
midostaurin	STK16	n/a	0.281838293126445	Kd	
midostaurin	STK25	n/a	1.77827941003892	Kd	
midostaurin	STK3	n/a	0.03981071705535	Kd	
midostaurin	STK33	n/a	0.190546071796325	Kd	
midostaurin	STK4	n/a	0.016982436524618	Kd	
midostaurin	TBK1	n/a	0.00933254300797	Kd	
midostaurin	TIE1	n/a	1.41253754462276	Kd	
midostaurin	TIE2	n/a	1.90546071796325	Kd	
midostaurin	TNIK	n/a	1.58489319246111	Kd	
midostaurin	TNK1	n/a	0.083176377110267	Kd	
midostaurin	TSSK1	n/a	4.78630092322638	Kd	
midostaurin	TTK	n/a	0.346736850452532	Kd	
midostaurin	TYK2	n/a	0.251188643150958	Kd	
midostaurin	UFO	n/a	0.616595001861482	Kd	
midostaurin	ULK3	n/a	1.28824955169314	Kd	
midostaurin	VGFR1	n/a	0.446683592150963	Kd	
midostaurin	VGFR2	n/a	0.251188643150958	IC50	
midostaurin	VGFR3	n/a	0.676082975391982	Kd	
midostaurin	WEE1	n/a	4.57088189614875	Kd	
midostaurin	YES	n/a	0.954992586021437	Kd	
midostaurin	ZAP70	n/a	2.57039578276887	Kd	
neratinib	ABL1	n/a	6.02559586074358	Kd	
neratinib	ACK1	n/a	0.676082975391982	Kd	
neratinib	BLK	n/a	0.085113803820238	Kd	
neratinib	BTK	n/a	0.158489319246111	Kd	
neratinib	CDK16	n/a	2.29086765276777	Kd	
neratinib	CDK7	n/a	5.12861383991365	Kd	
neratinib	CHK1	n/a	5.75439937337157	Kd	
neratinib	CHK2	n/a	0.851138038202376	Kd	
neratinib	CSF1R	n/a	0.676082975391982	Kd	
neratinib	CSK	n/a	0.549540873857625	Kd	
neratinib	DUSTY	n/a	6.45654229034655	Kd	
neratinib	E2AK4	n/a	0.095499258602144	Kd	
neratinib	EPHB6	n/a	2.81838293126445	Kd	
neratinib	ERBB3	n/a	0.007762471166287	Kd	
neratinib	FAK1	n/a	1.90546071796325	Kd	
neratinib	FAK2	n/a	7.94328234724282	Kd	
neratinib	FER	n/a	0.512861383991365	Kd	
neratinib	FES	n/a	0.588843655355588	Kd	
neratinib	FGR	n/a	1.90546071796325	Kd	
neratinib	FLT3	n/a	3.09029543251359	Kd	
neratinib	FYN	n/a	6.45654229034655	Kd	
neratinib	GAK	n/a	0.251188643150958	Kd	
neratinib	HCK	n/a	0.489778819368447	Kd	
neratinib	HIPK4	n/a	1.51356124843621	Kd	
neratinib	INSR	n/a	3.01995172040202	Kd	
neratinib	INSRR	n/a	4.57088189614875	Kd	
neratinib	IRAK1	n/a	2.29086765276777	Kd	
neratinib	JAK3	n/a	1.99526231496888	Kd	
neratinib	KC1E	n/a	0.288403150312661	Kd	
neratinib	KC1G2	n/a	6.60693448007597	Kd	
neratinib	KC1G3	n/a	7.76247116628691	Kd	
neratinib	KCC1D	n/a	5.62341325190349	Kd	
neratinib	KPCD1	n/a	0.8128305161641	Kd	
neratinib	KPCD2	n/a	1.09647819614319	Kd	
neratinib	KPCD3	n/a	2.39883291901949	Kd	
neratinib	KS6A1	n/a	7.41310241300918	Kd	
neratinib	KS6A2	n/a	4.07380277804113	Kd	
neratinib	KSYK	n/a	5.12861383991365	Kd	
neratinib	LCK	n/a	0.120226443461741	Kd	
neratinib	LYN	n/a	0.8128305161641	Kd	
neratinib	M3K10	n/a	4.57088189614875	Kd	
neratinib	M3K11	n/a	5.75439937337157	Kd	
neratinib	M3K12	n/a	0.371535229097173	Kd	
neratinib	M3K13	n/a	0.741310241300918	Kd	
neratinib	M3K19	n/a	0.015848931924611	Kd	
neratinib	M3K2	n/a	0.446683592150963	Kd	
neratinib	M3K3	n/a	0.128824955169314	Kd	
neratinib	M3K4	n/a	0.038904514499428	Kd	
neratinib	M3K9	n/a	5.37031796370253	Kd	
neratinib	M4K1	n/a	0.093325430079699	Kd	
neratinib	M4K2	n/a	0.218776162394955	Kd	
neratinib	M4K3	n/a	0.007762471166287	Kd	
neratinib	M4K4	n/a	0.331131121482591	Kd	
neratinib	M4K5	n/a	0.000645654229035	Kd	
neratinib	MAST1	n/a	5.49540873857625	Kd	
neratinib	MELK	n/a	1.58489319246111	Kd	
neratinib	MERTK	n/a	0.398107170553497	Kd	
neratinib	MET	n/a	3.98107170553497	Kd	
neratinib	MINK1	n/a	0.028840315031266	Kd	
neratinib	MK08	n/a	3.31131121482591	Kd	
neratinib	MK10	n/a	2.51188643150958	Kd	
neratinib	MLTK	n/a	1.51356124843621	Kd	
neratinib	MP2K1	n/a	0.014125375446228	Kd	
neratinib	MP2K2	n/a	0.025703957827689	Kd	
neratinib	MP2K5	n/a	0.063095734448019	Kd	
neratinib	MP2K7	n/a	0.524807460249772	Kd	
neratinib	NEK2	n/a	0.251188643150958	Kd	
neratinib	NEK3	n/a	2.39883291901949	Kd	
neratinib	NUAK1	n/a	1.51356124843621	Kd	
neratinib	NUAK2	n/a	0.141253754462276	Kd	
neratinib	PAK1	n/a	0.208929613085404	Kd	
neratinib	PAK2	n/a	0.079432823472428	Kd	
neratinib	PAK6	n/a	7.41310241300918	Kd	
neratinib	RON	n/a	8.31763771102671	Kd	
neratinib	SIK1	n/a	0.218776162394955	Kd	
neratinib	SIK2	n/a	3.31131121482591	Kd	
neratinib	SLK	n/a	0.06606934480076	Kd	
neratinib	SRC	n/a	4.07380277804113	Kd	
neratinib	ST17A	n/a	0.338844156139203	Kd	
neratinib	ST17B	n/a	1.09647819614319	Kd	
neratinib	STK10	n/a	0.012882495516931	Kd	
neratinib	STK24	n/a	0.006456542290347	Kd	
neratinib	STK25	n/a	0.012022644346174	Kd	
neratinib	STK26	n/a	0.007413102413009	Kd	
neratinib	STK3	n/a	0.057543993733716	Kd	
neratinib	STK33	n/a	0.93325430079699	Kd	
neratinib	STK35	n/a	4.46683592150963	Kd	
neratinib	STK36	n/a	5.24807460249772	Kd	
neratinib	STK4	n/a	0.269153480392691	Kd	
neratinib	TAOK3	n/a	4.16869383470335	Kd	
neratinib	TIE1	n/a	0.38904514499428	Kd	
neratinib	TIE2	n/a	3.01995172040202	Kd	
neratinib	TNIK	n/a	0.141253754462276	Kd	
neratinib	TXK	n/a	4.78630092322638	Kd	
neratinib	UFO	n/a	0.190546071796325	Kd	
neratinib	VGFR2	n/a	0.851138038202376	IC50	
neratinib	WEE1	n/a	4.07380277804113	Kd	
neratinib	WEE2	n/a	1.28824955169314	Kd	
neratinib	YES	n/a	0.239883291901949	Kd	
nilotinib	ABL2	n/a	0.025703957827689	Kd	
nilotinib	BLK	n/a	0.501187233627272	Kd	
nilotinib	BMX	n/a	4.80800000005886	Ki	
nilotinib	BRAF	n/a	0.575439937337157	Kd	
nilotinib	CLK1	n/a	2.08929613085404	Kd	
nilotinib	CLK4	n/a	7.07945784384137	Kd	
nilotinib	CSF1R	n/a	0.044668359215096	Kd	
nilotinib	CSK	n/a	2.39883291901949	Kd	
nilotinib	DDR1	n/a	0.001096478196143	Kd	
nilotinib	DDR2	n/a	0.006025595860744	Kd	
nilotinib	EPHA1	n/a	0.588843655355588	Kd	
nilotinib	EPHA2	n/a	0.229086765276777	Kd	
nilotinib	EPHA3	n/a	0.109647819614318	Kd	
nilotinib	EPHA4	n/a	0.331131121482591	Kd	
nilotinib	EPHA5	n/a	1.90546071796325	Kd	
nilotinib	EPHA6	n/a	0.645654229034655	Kd	
nilotinib	EPHA8	n/a	0.037153522909717	Kd	
nilotinib	EPHB1	n/a	1.28824955169314	Kd	
nilotinib	EPHB2	n/a	0.645654229034655	Kd	
nilotinib	EPHB3	n/a	1	Kd	
nilotinib	EPHB4	n/a	0.724435960074991	Kd	
nilotinib	EPHB6	n/a	0.501187233627272	Kd	
nilotinib	FGFR1	n/a	8.02399999977161	Ki	
nilotinib	FGFR2	n/a	7.2200000071546	Ki	
nilotinib	FGR	n/a	0.323593656929628	Kd	
nilotinib	FLT3	n/a	39.8107170553497	Kd	
nilotinib	FRK	n/a	0.085113803820238	Kd	
nilotinib	FYN	n/a	1.58489319246111	Kd	
nilotinib	HCK	n/a	0.38904514499428	Kd	
nilotinib	INSR	n/a	4.10099999728531	Ki	
nilotinib	JAK2	n/a	8.53900000871856	Ki	
nilotinib	KIT	n/a	0.016982436524618	Kd	
nilotinib	LCK	n/a	0.04677351412872	Kd	
nilotinib	LYN	n/a	0.1	Kd	
nilotinib	M4K1	n/a	0.891250938133746	Kd	
nilotinib	MK08	n/a	0.446683592150963	Kd	
nilotinib	MK09	n/a	5.75439937337157	Kd	
nilotinib	MK10	n/a	1.99526231496888	Kd	
nilotinib	MK11	n/a	0.03630780547701	Kd	
nilotinib	MK14	n/a	0.457088189614875	Kd	
nilotinib	MLTK	n/a	0.010964781961432	Kd	
nilotinib	MP2K5	n/a	0.190546071796325	Kd	
nilotinib	MRCKB	n/a	0.91201083935591	Kd	
nilotinib	NTRK2	n/a	0.489778819368447	Kd	
nilotinib	NTRK3	n/a	0.602559586074358	Kd	
nilotinib	PGFRA	n/a	0.074131024130092	Kd	
nilotinib	PGFRB	n/a	0.015848931924611	Kd	
nilotinib	PI42C	n/a	8.70963589956081	Kd	
nilotinib	RAF1	n/a	3.89045144994281	Kd	
nilotinib	RET	n/a	0.870963589956081	Kd	
nilotinib	SRC	n/a	1.90546071796325	Kd	
nilotinib	STK10	n/a	6.76082975391982	Kd	
nilotinib	TAOK1	n/a	4.67735141287198	Kd	
nilotinib	TAOK3	n/a	1.69824365246175	Kd	
nilotinib	TIE1	n/a	1	Kd	
nilotinib	TIE2	n/a	1	Kd	
nilotinib	TNI3K	n/a	0.363078054770101	Kd	
nilotinib	YES	n/a	1.09647819614319	Kd	
nintedanib	AAK1	n/a	0.063095734448019	Kd	
nintedanib	AAPK1	n/a	0.087096358995608	Kd	
nintedanib	AAPK2	n/a	0.083176377110267	Kd	
nintedanib	ABL1	n/a	0.01	Kd	
nintedanib	ABL2	n/a	1.99526231496888	Kd	
nintedanib	ACK1	n/a	1.58489319246111	Kd	
nintedanib	ACV1B	n/a	4.89778819368447	Kd	
nintedanib	ACVL1	n/a	4.16869383470335	Kd	
nintedanib	ACVR1	n/a	0.602559586074358	Kd	
nintedanib	ALK	n/a	0.030902954325136	Kd	
nintedanib	AURKB	n/a	0.416869383470335	Kd	
nintedanib	AURKC	n/a	0.190546071796325	Kd	
nintedanib	BLK	n/a	0.380189396320561	Kd	
nintedanib	BMP2K	n/a	0.00218776162395	Kd	
nintedanib	BMPR2	n/a	0.056234132519035	Kd	
